PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
,gym,run,outside,work,activity,workout,outdoors,exercise,body,health,yes,inside,less,energy,show,greater,people,machine,better,terrain,treadmill,class,depend,take,study,group,expend,wind,mile,calory,downhill,movement,bike,sweat,physical,among,outdoor,option,tend,lean,heavily,place,summer,endless,easy,concept,go,right,do,leave,maybe,point,problem,fitness,goal,vary,nothing,smooth,belt,floor,many,factor,short,answer,science,fact,variation,example,look,runner,cover,distance,change,velocity,face,control,climate,bang,buck,harder,thus,burn,enable,flex,engage,different,muscle,regard,resistance,turn,another,consideration,make,strenuous,whether,hike,temperature,unless,hot
,7,7,7,6,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 26, 2015 Sunday",300 of 344 DOCUMENTS,The Tampa Tribune (Florida),Environmental impact of burning coal examined,Len Boselovic; Pittsburgh Post-Gazette (TNS),VIEWS; Pg. 34,,526 words,,,"July 26, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,coal,Martin,side,energy,China,future,we,people,make,fate,planet,divide,stand,big,global,still,debate,cheap,provide,despite,environment,environmental,catastrophe,remind,mine,live,clean,war,think,write,earth,Energy,Richard_Martin,Exxon_Valdez,Ohio,284,page,doubt,great,shut,fight,warming,lose,analyst,early,adequate,job,lay,world,largest,carbon,emitter,surpass,2007,country,struggle,task,wean,abundant,increase,damage,mention,incident,leap,mind,hold,category,cite,2008,failure,containment,dam,tennessee,release,flood,ash,100,time,amount,pollutant,well,2013,storm,leave,grimy,black,coat,author,examine,difficult,transition,away,life,rely,rock,environmentalist,attempt,vainly,part
,13,6,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 26, 2015 Wednesday",307 of 344 DOCUMENTS,The Tampa Tribune (Florida),Flood insurance: Choice and competition a consumer's best friend,,NATION & WORLD; Views; Pg. 11,,696 words,,,"August 26, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,insurance,flood,consumer,state,private,flooding,coastal,choice,federal,Florida,risk,option,allow,solution,resident,rise,local,leader,property,development,improve,act,market,cost,problem,know,may,heavy,due,place,amount,plan,report,billion,high,push,avoid,support,increase,building,code,subsidy,better,protection,legislation,law,provide,additional,coverage,policy,mortgage,value,penalty,must,homeowner,help,rate,map,need,move,effect,high_risk,NFIP,well,find,time,experience,combination,rain,low,elevation,inadequate,infrastructure,scientist,warning,impend,doom,sea,level,critical,put,proper,mitigation,future,last,link,climate,change,tide,2030,maybe,sooner,climb,152,2050,accord,recent,advocate,work
,12,9,8,7,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 22, 2015 Tuesday",313 of 344 DOCUMENTS,The Tampa Tribune (Florida),Still waiting on the Vatican,Mary Hughes; Newsday,NATION & WORLD; Views; Pg. 20,,420 words,,,"September 22, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,woman,church,Pope_Francis,role,new,interest,attention,pontiff,ability,list,reform,create,find,might,grandmother,go,many,help,we,Francis,Vatican_Bank,corporation,name,chief,executive,typical,staffer,special,project,jockey,elect,similar,phenomenon,observe,overarch,pastoral,sacramental,duty,add,compassion,listen,compete,deepen,intensity,long,election,clean,establish,accountability,protect,priest,committed,crime,child,welcoming,environment,community,way,welcome,divorced,remarry,seek,greater,group,simply,comprise,describe,feminist,populate,mother,father,grandfather,brother,clergy,unfortunately,little,far,suggest,hear,lose,heart,despite,misstep,advertise,conference,video,outrage,world,version,pull,website,pope,unfortunate,remark,viral,miss,cry,include,condition
,9,6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 29, 2015 Tuesday",319 of 344 DOCUMENTS,The Tampa Tribune (Florida),"Obama, Putin spar over Assad's role in Syria; Russian president says the status quo is the only option to defeat the IS",JULIE PACE and VLADIMIR ISACHENKOV; The Associated Press,NATION & WORLD; NationWorld; Pg. 17,,388 words,UNITED NATIONS,,"September 29, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,Syria,president,Obama,Syrian,transition,government,call,country,Putin,Iran,Assad,monday,political,putin,mistake,obama,summit,military,work,end,result,ouster,force,extremist,must,much,fight,power,Russian,face_to_face,Russia,Islamic_State,sharply,disagree,chaos,urging,replace,warning,abandon,current,duel,speech,general,assembly,serve,public,preview,private,meeting,late,mark,encounter,nearly,amid,escalate,engagement,open,well,bring,civil,war,manage,whose,clash,rebel,four,create,vacuum,group,recognize,bloodsh,carnage,return,prewar,status,quo,urge,world,stick,argue,viable,option,defeat,believe,huge,refuse,cooperate,authority,bravely,terror,appearance,gather,decade,disparate,view,grim,situation,leave,little
,8,7,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 3, 2015 Saturday",320 of 344 DOCUMENTS,The Tampa Tribune (Florida),Developer tells how 'healthy' city emerged [JUMP]Scialla teaming with Vinik on downtown project; Scialla teaming with Vinik on downtown project,JEROME R. STOCKFISCH Tribune staff,NATION & WORLD; NationWorld; Pg. 21,,879 words,,,"October 3, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,building,Delos,Scialla,Vinik,certified,development,WELL,city,district,health,wellness,green,office,hotel,executive,well,real,estate,think,make,ago,thing,tower,project,certain,plan,certification,week,impressed,New_York,developer,work,world,trillion,start,healthy,take,something,six,people,doctor,architect,learn,quickly,design,construction,program,adopt,might,look,feature,ban,behavior,urban,much,element,community,manner,establish,standard,new,square,foot,meeting,hospital,know,immediately,call,earlier,good,Paul_Scialla,Jeff_Vinik,Strategic_Property_Partners,Tampa,founder,chief,describe,largest,asset,class,180,industry,able,merge,team,partnership,downtown,devel,opment,note,recall,continue,article,sustainability,notice,almost,focus,environmental,impact
,8,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 10, 2015 Saturday",322 of 344 DOCUMENTS,The Tampa Tribune (Florida),House votes to end 1975 ban on oil exports; White House says lawmakers should focus on clean energy,Sean Cockerham; McClatchy Washington Bureau,NATION & WORLD; NationWorld; Pg. 33,,417 words,WASHINGTON,,"October 10, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,oil,ban,end,bill,export,energy,vote,industry,democrat,veto,House,Barton,friday,nation,president,gasoline,price,major,argue,crude,need,time,measure,make,opposition,refiner,American,Congress,White_House,America,Obama,foreign,launch,showdown,latest,battle,climate,change,response,1970,embargo,ostensibly,protect,americans,shortage,spike,lobbying,furiously,call,outdated,era,enormous,production,spur,drilling,victory,rep,joe,pass,join,235,republican,favor,lead,creation,job,nationwide,real,people,big,threaten,though,enough,supportive,override,legislation,remove,restriction,rather,focus,effort,support,transition,economy,variety,include,billion,dollar,federal,subsidy,provide,company,instead,invest,wind,solar,efficiency,clean,technology
,9,7,6,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 18, 2015 Sunday",324 of 344 DOCUMENTS,The Tampa Tribune (Florida),Democrats affirm what Wasserman Schultz wouldn't admit,TOM JACKSON Tribune staff,METRO; Pg. 21,,766 words,,,"October 18, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,need,president,week,democrat,nation,yes,socialist,Hillary_Clinton,leftist,tuesday,night,presidential,debate,bunch,candidate,socialism,percent,face,life,class,old,second,audience,answer,question,extend,problem,way,notion,declare,practice,know,difference,definition,mean,pay,fair,share,policy,example,ebullient,Elizabeth_Warren,Obama,New_Deal,Bernie_Sanders,episode,tom,blog,update,throughout,tbo.com,pure,ed,inanity,practically,impossible,outdo,democratic,describe,overly,ivy,league,professor,go,vacation,stay,subsidize,palace,inherite,wealth,turn,candidacy,populist,philosophy,extrapolate,sure,batch,sound,loon,contend,mostly,stand,richest,promote,entrepreneurialism,small,business,climate,change,biggest,threat,college,education,free,everyone,matter,black,simultaneously,enormously
,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 12, 2015 Thursday",331 of 344 DOCUMENTS,The Tampa Tribune (Florida),Twin solar [#x2028]power plays[#x2028]promise[#x2028]confusion [JUMP]Two conflicting initiatives vie for slots on 2016 ballot; Two conflicting initiatives vie for slots on 2016 ballot,JEROME R. STOCKFISCH Tribune staff,NATION & WORLD; Metro; Pg. 17,,823 words,,,"November 12, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,solar,state,utility,consumer,go,power,Smart_Solar,ballot,company,group,Florida,Solar_Choice,advocate,pay,conservative,electricity,floridian,petition,initiative,2016,barrier,signature,language,issue,million,similar,approach,gatherer,attention,signing,compete,pipeline,campaign,eliminate,many,household,system,another,largely,back,keep,control,maintain,four,citizen,regulate,rooftop,people,individual,highly,energy,big,former,representative,rival,electric,plan,grid,end,october,serve,contributor,report,confusion,intention,Perfetti,Southern_Alliance,Clean_Energy,Watson,grassroot,november,intend,regulatory,protection,focus,begin,january,disparate,environmentalist,join,force,intent,loosen,iron,grip,production,prohibiting,buy,anyone,along,prohibition,limit,choice,block,growth,rank,third,nation,potential
,16,10,9,9,7,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 29, 2015 Sunday",336 of 344 DOCUMENTS,The Tampa Tribune (Florida),Turkish president rues shoot-down; His nation is 'truly saddened' by downing of Russian bomber,SUZAN FRASER; The Associated Press,NATION & WORLD; NationWorld; Pg. 4,,328 words,"ANKARA, Turkey",,"November 29, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,Erdogan,Turkish,incident,Turkey,country,sadden,territory,Russian,president,saturday,regret,truly,wish,occur,jet,shot,violate,warning,plane,happen,hope,allow,take,call,action,travel,Paris,Russia,Putin,voice,downing,warplane,expression,strongman,leader,tuesday,grounds,airspace,despite,repeat,change,course,time,half,century,member,draw,harsh,response,unfortunately,thing,something,address,supporter,western,city,neither,escalate,destructive,form,lead,consequence,renew,meeting,sideline,climate,conference,week,opportunity,overcome,tension,friendly,overture,however,vigorously,defend,criticize,operation,sovereign,rights,longer,prime,minister,meet,situation,important,keep,channel,communication,open,denounce,treacherous,stab,back,insist,downe,violation,international,law
,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 6, 2015 Sunday",338 of 344 DOCUMENTS,The Tampa Tribune (Florida),"Post-San Bernardino, missing the point, again",TOM JACKSON Tribune staff,METRO; Pg. 29,,708 words,,,"December 6, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,list,point,gun,president,people,senator,weapon,already,something,propose,buy,suspect,Obama,week,leave,change,threat,exactly,miss,terrorist,law,background,check,four,prevent,course,consider,sen,require,good,idea,yes,buyer,administration,terror,watch,go,constitutional,guarantee,think,view,decide,whose,favor,amendment,division,rights,Democratic,New_York_Times,Congress,edition,tom,blog,update,throughout,tbo.com,face,contradictory,evidence,despite,overwhelming,alarm,purport,lead,continue,claim,climate,humanity,greatest,strain,upwardly,mobile,syed,farook,endure,besides,presume,hectoring,lie,bride,completely,slaughter,race,join,clamor,enhance,control,measure,never,mind,precisely,sort,national,demand,universal,wait,period,registration,limited
,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 29, 2015 Tuesday",344 of 344 DOCUMENTS,The Tampa Tribune (Florida),White House announces state visit March 10 of Canada's recently elected prime minister,Juliet Eilperin; The Washington Post,NATION & WORLD; NationWorld; Pg. 5,,201 words,,,"December 29, 2015",ENGLISH,,,,,,Newspaper,Copyright 2015 Times Publishing Company                               All Rights Reserved
,visit,prime,minister,state,Canadian,wife,deepen,tie,statement,bilateral,White_House,Canada,march,announce,monday,sign,president,counterpart,press,secretary,include,dinner,well,work,meeting,mark,1997,opportunity,relationship,closest,extensive,world,base,share,history,common,value,vast,intricate,network,cultural,familial,commercial,intend,advance,cooperation,important,multilateral,issue,energy,climate,change,security,economy,leader,oust,conservative,party,member,october,already,garner,international,attention,telegenic,look,exuberant,approach,govern,Justin_Trudeau,Washington,Barack_Obama,Josh_Earnest,Trudeau,Sophie,Grégoire_Trudeau,United_States,Earnest,Liberal_Party,Stephen_Harper
,5,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
