PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"May 28, 2017 Sunday",1 of 173 DOCUMENTS,The New York Post,Trump has 'away' with people Heads for home after climate snub as rest of G-7 fumes,Mary Kay Linge,All Editions; Pg. 6,,635 words,,,"May 28, 2017",ENGLISH,,,"Homeward bound: President Trump's refusal to commit to a 2015 climate accord was called a ""situation of six against one"" by German leader Angela Merkel at the G-7 summit in Italy, where host Prime Minister Paolo Gentiloni spoke discreetly with Trump. (AFP/Getty Images)",,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Trump,call,ally,NATO,climate,president,country,spend,agreement,back,leader,deal,US,JOBS,global,change,saturday,promise,within,week,meeting,pledge,emission,review,position,topic,military,home,trade,trip,speak,defense,member,nation,tell,bond,great,time,lot,take,troops,United_States,Italy,Washington,climate_change,Cohn,lone,holdout,endorse,combat,summit,decide,make,final,decision,next,tweet,wealthy,democracy,conclude,arrive,shortly,p.m.,joint,communique,emphasize,swiftly,implement,limit,administration,reluctance,follow,process,policy,thus,join,consensus,statement,read,bit,harsh,assessment,situation,six,discussion,difficult,unsatisfactory,exultant,ignore,criticism,wrap,tour,speech,personnel,isle,think,hit,run,matter
"July 10, 2017 Monday",20 of 173 DOCUMENTS,The New York Post,Media City Planet Earth spin on a BBQ spit,,All Editions; Pg. 30,,229 words,,,"July 10, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,climate,go,Wallace_Wells,magazine,country,president,scenario,extinction,change,make,bargain,Devil,global,warming,recent,issue,summit,conclude,way,pull,accord,article,reporter,set,tone,detailing,doomsday,noting,five,event,lifetime,yes,play,card,four,cause,convincing,argument,scientist,timid,political,case,veer,increasingly,hypothetical,dire,estimation,probably,occur,human,race,baked,elsewhere,excerpt,chapter,writer,upcoming,book,storm,presidency,cool,detail,sprinkle,controversial,strategist,oil,painting,dress,gift,mastermind,seem,largely,reheat,leftover,worst,characteristic,news,mean,dive,New_York,all_in,G20,US,Trump,Paris,David,mass_extinction,Earth,well_trod,self_censoring,Bloomberg_Businessweek,Joshua_Green,Steve_Bannon,Donald_Trump,Napoleon,Brexit,Nigel_Farage,Bannon
,4,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 23, 2017 Sunday",24 of 173 DOCUMENTS,The New York Post,America's Energy Wins EDITORIAL,EDITORIAL,All Editions; Pg. 38,,379 words,,,"July 24, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,gas,energy,America,coal,natural,US,nation,emission,world,oil,frack,export,whining,grow,note,last,cut,make,production,renewable,news,use,Trump,climate_change,Russia,president,withdrawal,claim,share,warming,role,leader,war,continue,better,secretary,week,emerge,top,producer,innovation,technology,drive,success,international,agreement,fact,carbon,advance,lead,2000,2014,plunge,nearly,percent,5.4,metric,ton,4.4,amid,rise,rest,market,solar,globally,meanwhile,adopt,approach,back,nuclear,heck,probably,hamster,wheel,gin,enough,juice,goal,echoing,remark,global,dominance,cite,liquid,particularly,promise,indeed,already,jump,decade,import,set,become,net,exporter,possibly,thank,boom,enrich
,7,6,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 29, 2017 Friday",34 of 173 DOCUMENTS,The New York Post,Prez: Warming? Ice try,Joe Tacopino,Sports+Late City Final; Pg. 8,,114 words,,,"January 1, 2018",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Trump,science,behind,climate,change,use,freezing,temperature,country,president,mock,thursday,night,tweet,frigid,east,coast,actually,global,warming,eve,record,note,city,perhaps,little,bit,good,old,go,pay,dollar,protect,bundle,weather,forecast,criticize,past,administration,pull,nonbind,East,COLDEST_New_Year,New_York,Global_Warming,TRILLIONS_OF,New_Year,Paris_Accord
,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 17, 2017 Sunday",38 of 173 DOCUMENTS,The New York Post,FRENCH CORRECTION EU says Trump won't quit Paris climate deal,Mary Kay linge and Eileen AJ Connelly,All Editions; Pg. 7,,441 words,,,"September 18, 2017",ENGLISH,,,"Great shakes: President Trump appears with French President Emmanuel Macron in July, amid world opposition to the US leaving the Paris climate accord. (ZUMAPRESS.com)",,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Trump,United_States,deal,president,Paris,administration,term,agreement,US,climate,tell,saturday,position,withdraw,country,accord,emission,report,week,policy,announce,standard,take,White_House,Journal,greenhouse_gas,stun,pull,official,renegotiate,instead,review,newspaper,senior,adviser,everett,eissenstat,unveiled,new,meeting,issue,sharp,denial,change,press,secretary,lindsay,walter,make,abundantly,clear,unless,favorable,whether,stay,expect,significantly,reduce,ambition,curb,line,goal,clinch,fairer,cap,overture,toward,leader,immigration,tax,rattle,supporter,cast,doubt,fate,core,campaign,promise,june,2015,pact,impose,wildly,unfair,environmental,business,worker,call,sign,195,nation,draconian,vow,stand,people,negotiate,better,elect,represent
,7,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 9, 2017 Saturday",39 of 173 DOCUMENTS,The New York Post,"Pay Up, Governor",Editorial,All Editions; Pg. 16,,220 words,,,"December 11, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,gov,Cuomo,spend,air,climate,emission,percent,greenhouse,hour,carbon,per,source,oxide,gas,New_York,time,ground,trip,last,weekend,square,vow,show,leadership,tour,part,island,merely,three,give,attaboy,relief,worker,photo,op,¹/,calculate,firm,atmosfair,sell,offset,conscious,traveler,roundtrip,direct,flight,release,"2,233",pound,dioxide,passenger,party,least,aircraft,account,2.5,global,co2,conventional,jet,engines,emit,monoxide,nitrogen,nitric,water,vapor,add,effect,plan,require,cut,1990,level,electricity,renewable,2030,target,transportation,become,largest,state,calculator,suggest,690,payment,head,project,salve,conscience,recommend,pay,million,campaign,warchest,Puerto_Rico,worst_suffering,German,Atmosfair
,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 3, 2017 Saturday",40 of 173 DOCUMENTS,The New York Post,Blas is fuel of it 'Eco' mayor defends SUV gym trips,Rich Calder and Ruth Brown,Sports+Late City Final; Pg. 5,,609 words,,,"June 5, 2017",ENGLISH,,,"-No 'roll' model: Mayor de Blasio in his Chevy Tahoe Hybrid, which ferries him to the Park Slope YMCA. [Paul Martinka]-Chevy Tahoe hybrid [Getty Images]; GMC Yukon XL [Chad Rachman].",,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,mayor,de,issue,gym,mpg,fuel,emission,go,blasio,economy,Park_Slope,change,idl,habit,need,take,week,city,hour,trip,co2,Blasio,SUVs,Gracie_Mansion,new,yorker,carbon,everyone,life,start,motorcade,cheap,symbolism,question,caller,example,armada,transit,ride,hybrid,thing,ferried,huge,problem,block,little,guy,we,bad,make,easy,right,pound,per,GMC_Yukon_XL,must,lifestyle,curb,well,except,man,portray,eco,champion,friday,announce,plan,ban,plastic,bag,beef,enforcement,vehicle,call,constituent,alter,light,president,withdrawal,protect,weekly,appearance,radio,ask,explain,exercise,answer,decline,give,testily,raise,show,step,game,lead,suv,longtime,expert,founder
,8,7,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 1, 2017 Monday",44 of 173 DOCUMENTS,The New York Post,NYT fans need a safe zone,Chris Perez,Late City Final; Pg. 9,,171 words,,,"May 1, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,climate,column,sunday,showyourcancellation,online,claim,science,movement,boycott,recent,new,pundit,gather,steam,critic,promote,­,have,nytime,loyalist,hire,agnostic,go,far,heather,randell,tweet,cancel,write,take,offense,opinion,piece,misrepresenting,scientific,fact,show­yourcancellation,add,trust,nyt,life,oh,well,stephen,work,arrive,time,april,pen,last,week,headline,run,friday,print,next,argue,total,certainty,change,accept,side,argument,ultimately,traduce,spirit,create,opening,doubt,whenever,prove,wrong,New_York_Times,Bret_Stephens,Beth_Holbrook,BS,Marlene_Amaro,Wall_Street_Journal,Gray_Lady,Complete_Certainty,Stephens
,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 29, 2017 Wednesday",50 of 173 DOCUMENTS,The New York Post,Trump's Clean-Power Play,Editorial,All Editions; Pg. 26,,252 words,,,"March 29, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Obama,president,clean,coal,policy,Trump,energy,move,restriction,admit,bill,put,pass,cap,law,emission,Clean_Power_Plan,contempt,air,water,future,endanger,health,child,thunder,tuesday,please,roll,back,draconian,notably,begin,junk,doom,planet,save,un,model,epitome,climate,science,accord,seek,honor,eliminate,fraction,global,warming,project,end,century,yet,production,major,top,democrat,occasionally,fact,accident,candidate,2008,catch,tape,higher,electric,last,primary,let,lot,miner,company,business,deadly,economic,cost,fail,vote,congress,balk,trade,carbon,effort,use,executive,power,massively,reduce,anyway,lose,court,help,economy,deliver,promise,take,step,toward,restoring,constitutional
,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 29, 2017 Saturday",51 of 173 DOCUMENTS,The New York Post,Times journo's 'left' jab,Chris Perez,Sports+Late City Final; Pg. 7,,168 words,,,"May 1, 2017",ENGLISH,,,Bret Stephens.,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,user,harangue,nasty,leave,boycott,column,climate,change,supporter,twitter,go,denier,Trump,columnist,organized,campaign,fire,vow,paper,pen,question,support,bullying,remind,different,perhaps,worse,former,writer,critic,tweet­ed,friday,tell,astephen,eat,dog,­d,ks,another,ask,time,rid,claim,believe,bogus,simply,assert,people,listen,still,defiant,outrage,every,we,fully,action,inexcusable,write,ostensible,allow,science,spread,propaganda,New_York_Times,Wall_Street_Journal,Bret_Stephens,Stephens,social_media,NY_Times,paper_of_record
,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 10, 2017 Wednesday",52 of 173 DOCUMENTS,The New York Post,Delay on climate,"Mark Moore , Mark Moore and Mark Moore",Sports+Late City Final; Pg. 8,,47 words,,,"May 10, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,delay,White_House,president,decision,whether,pull,2015,agreement,second,meeting,adviser,discuss,pact,postpone,tuesday,schedule,conflict,cause,Trump,United_States,Paris,climate_change
,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 10, 2017 Saturday",54 of 173 DOCUMENTS,The New York Post,Mayor only likes the news Hizz way,Yoav Gonen,All Editions; Pg. 9,,252 words,,,"June 12, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,mayor,de,Blasio,think,gym,routine,march,parade,affect,life,change,Brooklyn,new,standard,press,friday,cover,story,tell,important,panel,discussion,media,question,reporter,obsessed,decision,honor,former,leader,man,police,commissioner,label,terrorist,odd,keep,ask,travels,mile,caravan,exercise,stationary,bike,instead,near,kind,strange,obsess,compare,thing,actually,every,interview,ben,smith,people,really,interested,stuff,urge,journalist,try,comment,hammer,characterize,minor,issue,regular,folk,care,criticize,environmental,advocate,urging,everyday,habit,combat,climate,time,refuse,alter,week,face,political,heat,claim,maneuver,along,behind,scene,resolve,situation,Puerto,Rican,Parade,FALN,Oscar_López_Rivera,Hizzoner
,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 24, 2017 Saturday",55 of 173 DOCUMENTS,The New York Post,Greetings from Miami (suckers!) Blas at mayor-palooza as school crisis looms,"Rich Calder , Selim Algar and Danika Fears",All Editions; Pg. 5,,578 words,,,"June 26, 2017",ENGLISH,,,Postcard of Bill de Blasio with a cigar and a cocktail in Miami.,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,de,mayor,blasio,city,include,several,Blasio,friday,trip,mayoral,control,school,attend,head,national,event,party,beach,million,student,week,agenda,staffer,never,priority,evening,try,work,discuss,begin,speech,climate,change,Miami,New_York_City,McCray,Miami_Beach,fleed,concrete,jungle,soaking,sunshine,shmoozing,fate,1.1,hang,balance,expire,stop,push,progressive,swanky,beachfront,hotel,eatery,part,meeting,gather,mccray,seven,policy,expert,photographer,accord,hall,representative,decline,give,cost,bring,along,three,commissioner,sunny,getaway,leave,education,advocate,steam,advocacy,group,always,establish,profile,fail,abysmally,really,surprised,go,governance,air,spokesman,announce,earlier,thursday,tweet,emoji,kick,fun
,11,9,7,7,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 29, 2017 Friday",59 of 173 DOCUMENTS,The New York Post,A Horror in The Bronx,Editorial,All Editions; Pg. 26,,323 words,,,"September 29, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,school,student,mayor,de,safety,teacher,survey,make,agent,change,well,much,talk,dead,another,incident,bullying,harassment,city,respond,parent,course,harder,Blasio,blasio,happy,rise,cling,life,wed­nes­day,police,plunge,switchblade,chest,teenager,apparently,massive,tightening,security,building,thursday,visit,doubt,worry,comfort,worried,kid,go,accord,climate,safe,time,horror,strike,best,have,warn,softening,discipline,risky,arrest,offense,disorderly,conduct,criminal,mischief,prohibit,call,assistance,act,involve,vandalism,boss,strong,ally,question,max,eden,analysis,warning,sign,find,softer,approach,intend,help,minority,hurt,minion,conveniently,measure,whether,thing,better,worse,president,union,predict,probability
,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 13, 2017 Friday",63 of 173 DOCUMENTS,The New York Post,Bloomy scion falls for hunter,Emily Smith,All Editions; Pg. 12,,321 words,,,"January 13, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Georgina,Humane_Society,Arruza,animal,know,social,media,wild,turkey,seem,instagram,birthday,follower,lover,society,uproar,romance,daughter,hunter,november,organization,give,scion,compassion,tireless,work,protect,little,org,date,gala,oil,company,jr.,often,pose,cheerfully,gory,carcass,deer,boar,gun,tell,find,fraternize,enemy,insider,amused,folk,vocal,supporter,spite,concern,creature,stripe,put,bloodthirsty,hobbie,wednesday,professional,equestrian,address,write,happy,best,man,son,relationship,horseman,ever,likely,make,awkward,conversation,former,mayor,founder,dinner,table,staunch,advocate,activist,new,beau,enthusiast,still,native,stop,bullet,accord,account,keen,spear,fishing,shoot,bow,arrow,catch,post
,7,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 18, 2017 Saturday",65 of 173 DOCUMENTS,The New York Post,Whiners at the EPA,Editorial,All Editions; Pg. 20,,296 words,,,"February 20, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,EPA,civil,Trump,agency,political,servant,Pruitt,end,staffer,interest,time,despite,unprecedented,revolt,employee,confirm,friday,head,hardly,rebellion,report,actively,lob,senator,oppose,kind,activity,normally,career,motive,highly,skeptical,use,prescription,combat,climate,change,big,doubter,source,meet,nation,need,fierce,opponent,nominee,word,understand,consequence,action,prefer,balance,approach,aggressively,activist,qualm,overtly,longstanding,tradition,dam,vow,reduce,size,put,comfy,epa,job,risk,union,leader,protest,help,lead,obviously,necessarily,best,suppose,nonpolitical,disinterested,expert,professionally,execute,order,overseer,sadly,increasingly,case,witness,scandalous,ir,war,nonprofit,transition,team,tell,campaign,stop,suggest,probably
,6,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 7, 2017 Friday",67 of 173 DOCUMENTS,The New York Post,Global 'warning' for air travelers,Yaron Steinbuch,All Editions; Pg. 20,,183 words,,,"April 7, 2017",ENGLISH,,,,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,turbulence,study,percent,increase,much,new,find,researcher,foot,seat,belt,tighter,powerful,enough,seriously,injure,unbuckled,passenger,airplane,become,common,global,warming,read,use,supercomputer,simulation,analyze,winter,around,"39,000",atmosphere,contain,twice,carbon,dioxide,commercial,airliner,cruise,altitude,"30,000","40,000",average,amount,moderate,127,severe,149,paint,detailed,picture,yet,aircraft,respond,climate,change,lead,statement,accord,conservative,estimate,790,incident,among,carrier,publish,journal,advance,Fasten,White_knuckle,University,England,trans_Atlantic,light_to_moderate,Moderate_to_severe,Paul_Williams,US,Atmospheric_Sciences
,7,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 8, 2017 Thursday",70 of 173 DOCUMENTS,The New York Post,FAST TAKES,Compiled by Eric Fettmann,All Editions; Pg. 31,,689 words,,,"June 13, 2017",ENGLISH,,,Linda Sarsour.,,,Newspaper,"Copyright 2017 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Trump,people,last,note,defend,nationalist,Democratic,Labor,nightmare,cuomo,liberal,much,yet,matter,state,put,conservative,time,operative,work,president,news,paper,name,leader,report,public,particularly,question,right,form,call,prime,minister,may,past,plan,stronger,case,make,energy,use,warming,sometimes,world,especially,tone,substance,Times,Linda_Sarsour,Corbyn,leave,worst,gov,suddenly,discover,inner,launch,crusade,unseat,member,effort,sure,spun,act,heroism,know,better,observe,conveniently,ignore,fight,tilt,ever,push,reluctance,fully,legislature,force,far,death,every,triangulating,fantasy,hold,recklessly,cia,seem,overtime,confirm,charge,media,enemy,contends,front,page,week,expose,identity
